,index_x,Final_Tags
127,"``You have heard the blasphemy; how does it seem to you?"" And they all condemned Him to be deserving of death.",MRK-13-64
129,"Some began to spit at Him, and to blindfold Him, and to beat Him with their fists, and to say to Him, ``Prophesy!"" And the officers received Him with slaps in the face.",MRK-13-65
131,"As Peter was below in the courtyard, one of the servant-girls of the high priest came,",MRK-13-66
133,"and seeing Peter warming himself, she looked at him and said, ``You also were with Jesus the Nazarene.""",MRK-13-67
135,"But he denied it, saying, ``I neither know nor understand what you are talking about."" And he went out onto the porch.",MRK-13-68
137,"The servant-girl saw him, and began once more to say to the bystanders, ``This is one of them!""",MRK-13-69
139,"But again he denied it. And after a little while the bystanders were again saying to Peter, ``Surely you are one of them, for you are a Galilean too.""",MRK-13-70
141,"But he began to curse and swear, ``I do not know this man you are talking about!""",MRK-13-71
143,"Immediately a rooster crowed a second time. And Peter remembered how Jesus had made the remark to him, ``Before a rooster crows twice, you will deny Me three times."" And he began to weep.Copyrighted Material",MRK-13-72
1,"Early in the morning the chief priests with the elders and scribes and the whole Council, immediately held a consultation; and binding Jesus, they led Him away and delivered Him to Pilate.",MRK-14-1
3,"Pilate questioned Him, ``Are You the King of the Jews?"" And He answered him, `` It is as you say.""",MRK-14-2
5,The chief priests began to accuse Him harshly.,MRK-14-3
7,"Then Pilate questioned Him again, saying, ``Do You not answer? See how many charges they bring against You!""",MRK-14-4
9,But Jesus made no further answer; so Pilate was amazed.,MRK-14-5
11,Now at the feast he used to release for them any one prisoner whom they requested.,MRK-14-6
13,The man named Barabbas had been imprisoned with the insurrectionists who had committed murder in the insurrection.,MRK-14-7
15,The crowd went up and began asking him to do as he had been accustomed to do for them.,MRK-14-8
17,"Pilate answered them, saying, ``Do you want me to release for you the King of the Jews?""",MRK-14-9
19,For he was aware that the chief priests had handed Him over because of envy.,MRK-14-10
21,But the chief priests stirred up the crowd to ask him to release Barabbas for them instead.,MRK-14-11
23,"Answering again, Pilate said to them, ``Then what shall I do with Him whom you call the King of the Jews?""",MRK-14-12
25,"They shouted back, ``Crucify Him!""",MRK-14-13
27,"But Pilate said to them, ``Why, what evil has He done?"" But they shouted all the more, ``Crucify Him!""",MRK-14-14
29,"Wishing to satisfy the crowd, Pilate released Barabbas for them, and after having Jesus scourged, he handed Him over to be crucified.",MRK-14-15
31,"The soldiers took Him away into the palace (that is, the Praetorium), and they called together the whole Roman cohort.",MRK-14-16
33,"They dressed Him up in purple, and after twisting a crown of thorns, they put it on Him;",MRK-14-17
35,"and they began to acclaim Him, ``Hail, King of the Jews!""",MRK-14-18
37,"They kept beating His head with a reed, and spitting on Him, and kneeling and bowing before Him.",MRK-14-19
39,"After they had mocked Him, they took the purple robe off Him and put His own garments on Him. And they led Him out to crucify Him.",MRK-14-20
41,"They pressed into service a passer-by coming from the country, Simon of Cyrene (the father of Alexander and Rufus), to bear His cross.",MRK-14-21
43,"Then they brought Him to the place Golgotha, which is translated, Place of a Skull.",MRK-14-22
45,They tried to give Him wine mixed with myrrh; but He did not take it.,MRK-14-23
47,"And they crucified Him, and divided up His garments among themselves, casting lots for them to decide what each man should take.",MRK-14-24
49,It was the third hour when they crucified Him.,MRK-14-25
51,"The inscription of the charge against Him read, ``THE KING OF THE JEWS.""",MRK-14-26
53,"They crucified two robbers with Him, one on His right and one on His left.",MRK-14-27
55,"[ And the Scripture was fulfilled which says, ``And He was numbered with transgressors.""]",MRK-14-28
57,"Those passing by were hurling abuse at Him, wagging their heads, and saying, ``Ha! You who are going to destroy the temple and rebuild it in three days,",MRK-14-29
59,"save Yourself, and come down from the cross!""",MRK-14-30
61,"In the same way the chief priests also, along with the scribes, were mocking Him among themselves and saying, ``He saved others; He cannot save Himself.",MRK-14-31
63,"``Let this Christ, the King of Israel, now come down from the cross, so that we may see and believe!"" Those who were crucified with Him were also insulting Him.",MRK-14-32
65,"When the sixth hour came, darkness fell over the whole land until the ninth hour.",MRK-14-33
67,"At the ninth hour Jesus cried out with a loud voice, ``ELOI, ELOI, LAMA SABACHTHANI?"" which is translated, ``MY GOD, MY GOD, WHY HAVE YOU FORSAKEN ME?""",MRK-14-34
69,"When some of the bystanders heard it, they began saying, ``Behold, He is calling for Elijah.""",MRK-14-35
71,"Someone ran and filled a sponge with sour wine, put it on a reed, and gave Him a drink, saying, ``Let us see whether Elijah will come to take Him down.""",MRK-14-36
73,"And Jesus uttered a loud cry, and breathed His last.",MRK-14-37
75,And the veil of the temple was torn in two from top to bottom.,MRK-14-38
77,"When the centurion, who was standing right in front of Him, saw the way He breathed His last, he said, ``Truly this man was the Son of God!""",MRK-14-39
79,"There were also some women looking on from a distance, among whom were Mary Magdalene, and Mary the mother of James the Less and Joses, and Salome.",MRK-14-40
81,"When He was in Galilee, they used to follow Him and minister to Him; and there were many other women who came up with Him to Jerusalem.",MRK-14-41
83,"When evening had already come, because it was the preparation day, that is, the day before the Sabbath,",MRK-14-42
85,"Joseph of Arimathea came, a prominent member of the Council, who himself was waiting for the kingdom of God; and he gathered up courage and went in before Pilate, and asked for the body of Jesus.",MRK-14-43
87,"Pilate wondered if He was dead by this time, and summoning the centurion, he questioned him as to whether He was already dead.",MRK-14-44
89,"And ascertaining this from the centurion, he granted the body to Joseph.",MRK-14-45
91,"Joseph bought a linen cloth, took Him down, wrapped Him in the linen cloth and laid Him in a tomb which had been hewn out in the rock; and he rolled a stone against the entrance of the tomb.",MRK-14-46
93,Mary Magdalene and Mary the mother of Joses were looking on to see where He was laid.Copyrighted Material,MRK-14-47
1,"When the Sabbath was over, Mary Magdalene, and Mary the mother of James, and Salome, bought spices, so that they might come and anoint Him.",MRK-15-1
3,"Very early on the first day of the week, they came to the tomb when the sun had risen.",MRK-15-2
5,"They were saying to one another, ``Who will roll away the stone for us from the entrance of the tomb?""",MRK-15-3
7,"Looking up, they saw that the stone had been rolled away, although it was extremely large.",MRK-15-4
9,"Entering the tomb, they saw a young man sitting at the right, wearing a white robe; and they were amazed.",MRK-15-5
11,"And he said to them, ``Do not be amazed; you are looking for Jesus the Nazarene, who has been crucified. He has risen; He is not here; behold, here is the place where they laid Him.",MRK-15-6
13,"``But go, tell His disciples and Peter, `He is going ahead of you to Galilee; there you will see Him, just as He told you.'""",MRK-15-7
15,"They went out and fled from the tomb, for trembling and astonishment had gripped them; and they said nothing to anyone, for they were afraid.",MRK-15-8
17,"[ Now after He had risen early on the first day of the week, He first appeared to Mary Magdalene, from whom He had cast out seven demons.",MRK-15-9
19,"She went and reported to those who had been with Him, while they were mourning and weeping.",MRK-15-10
21,"When they heard that He was alive and had been seen by her, they refused to believe it.",MRK-15-11
23,"After that, He appeared in a different form to two of them while they were walking along on their way to the country.",MRK-15-12
25,"They went away and reported it to the others, but they did not believe them either.",MRK-15-13
27,"Afterward He appeared to the eleven themselves as they were reclining at the table; and He reproached them for their unbelief and hardness of heart, because they had not believed those who had seen Him after He had risen.",MRK-15-14
29,"And He said to them, ``Go into all the world and preach the gospel to all creation.",MRK-15-15
31,``He who has believed and has been baptized shall be saved; but he who has disbelieved shall be condemned.,MRK-15-16
33,"``These signs will accompany those who have believed: in My name they will cast out demons, they will speak with new tongues;",MRK-15-17
35,"they will pick up serpents, and if they drink any deadly poison, it will not hurt them; they will lay hands on the sick, and they will recover.""",MRK-15-18
37,"So then, when the Lord Jesus had spoken to them, He was received up into heaven and sat down at the right hand of God.",MRK-15-19
